,Testing Data,Predicted Labels
2841, يوووه من زماان عن التصفيق والطقطقه وسعه الصدر غمنا ذا الهلال غمم ,0
2842, الاهلي فريق قوي ومنظم لكن قوته تذوب امام الهلال زعامه لاتقبل المساومه ومتعه كره تحرك اشجان محبينه,1
2843, جدول مخصصات وتوزيع الميزانيه_السعوديه على القطاعات الحكوميه ,2
2844, قرانا المقال فلم نجد قاسم_يهاجم_الملك_عبدالله بل هنالك من يسعى للتشكيك في كل احد يخالف توجهه انه الفجور في الخصوم ,2
2845, لماذا_يا_خوله_العنزي لماذا السب واللعن والدعاا عليها هل ذنبها اعظم من ظلم القضاه او فساد الحكومه التي تدعون لها بالصلاح ,0
2846, واذا جااهم امر من الامن اوالخوف اذاعوا به ولو ردوه الى الرسول والى اولي الامرمنهم لعلمه الذين يستنبطونه منهم السماح_بالسينما ,0
2847, ضيف قناه العربيه الدائم وحبيبهم ماذا يقول عن اعدام النمر ,2
2848, الحوثي خرب على المواطنين,0
2849, لماذا_يا_خوله_العنزي هذي كانت معايا في المدرسه ,2
2850,اقسم بالله افتقدنا متعه الدوري والبطولات المحليه بسبب الفساد الرياضي عظم الله اجرنا في تحكيمنا التعاون_الهلال الهلال_التعاون,0
2851, الهلال_التعاون بعد المجهود الاسيوي و مواصله الركض في الدوري اتمنى من دونيس اشراك البدلاا فلهم حق المشاركه حان وقت التد ,0
2852, رفع_اسعار_البنزين_والكهرباا اخيرا عطلنا والبنزين نستخدم الدواب افضل من الحديد واجدادنا كان ع ذالك والعالم طايره خلها وجعلها تزيد كمان,1
2853, الحكم سعد كميل ركله جزاا لم تحتسب للتعاون د 68 بعد مسك من مدافع الهلال للمهاجم الهلال_التعاون ,0
2854,اسبوع الجلد يا برشا برشلونه_ريال_مدريد برشلونه_روما ,1
2855, المفروض وزاره_التجاره تعاقب محطات البنزين التي قفلت بعد قرار رفع_اسعار_البنزين_والكهرباا بان تغلقها اسبووووووع,0
2856, الهلال_هجر الهلال ماشااالله دايما قوي فريقي قوي بدون كلام,1
2857, الحمد لله الف الف مبروك للكيان وعشاقه و باذن الله القادم اجمل الاهلي_الرائد دوري_عبداللطيف_جميل ,1
2858, الهلال_هجر مبرووك لكل هلالي وفالنا الدوري باذن الله ,1
2859, هذه حقيقه رسوم_الاراضي_البيضاا ,2
2860,الله يسدد ضرباتهم ويحفظهم ويحفظ كل رجال_الله من لبنان الى سوريا العراق اليمن ايران فلسطين البحرين وينصرهم ,1
2861, رايك في تعليق_الدراسه_في_القصيم للجامعيين,2
2862, تسابق محموم على تعبئه السيارات بالوقود وهو لايكفي مشوار يومين اين الغافلون عن صلاه الفجر للتزاحم عند المساجد رفع_اس ,2
2863,هاردلك لجمهور الزعيم هاردلك لنجوم الهلال دونيس يجب ان يعيد حساباته وايضا لابد من ابقاا الفرج على دكه الاحتياط فتره من الزمن الهلال_الفتح,0
2864, اجمل مافي المباراه هي عوده الموهوب محمدالشلهوب بعد الاصابه التي تعرض لها في مباراه الاتحاد الهلال_هجر ,1
2865, قاسم_يهاجم_الملك_عبدالله هل هذه اخلاق من يدعون انهم تيار اسلامي كل يوم يقدمون دليلا للناس على اخلاقهم ومنبتهم هداهم الله ,2
2866, الهلال_الفتح يبدو ان الجحفله اصبحت تخصص الهلال ,2
2867, الاتستحق قناهبهذاالخبث ومواقف الخزي والعار وخذلان المسلمين في احلك الازمات ان تحذف حذف_قناه_العربيه_من_الريسيفر,0
2868, يانصراويين كيف مستوى الهلال فالسله ,2
2869, تعليق_الدراسه_في_ القصيم تعليق_الدراسه_في_الرياض تتوقع يعلقون الدراسه في هذه المنطقتين ,2
2870, النصر_الاتحاد مدرب عارف راح يمشي واللاعبين عارفين في مدرب غيره بعد المباراه فا كيف تبغى يعطوك افضل اداا وروح داخل الملعب ,1
2871, لان الهلال يخليهم ياخذون راحتهم عشان ياكلهم بالنهايه,0
2872, حذف_قناه_العربيه_من_الريسيفر من اجمل القنوات العربيه والعالميه لن احذفها ابدا ,1
2873, السماح_بالسينما_في_السعوديه اخيرا معاد فيه سفرات عشان السنما,2
2874, ما شاا الله بتخلصين بيوم واحد تعليق_الدراسه_في_القصيم,2
2875, قاسم_يهاجم_الملك_عبدالله تزلف للمؤسسه الدينيه وللحاكم الحالي على حساب اخيه الراحل وهو مثل ما يقال دس السم في العسل التغريده_السابقه,0
2876,الحين قربوا يخلصون من دوري المجموعات وسنه 2016 ماجت مدري وش الفايده يلعبون قبل بدايه السنه برشلونه_روما دوري_ابطال_اوروبا,2
2877, النصر_الاتحاد جمهور الهلال قبل المباراه يشجع النصر على اساس الاتحاد ينافسهم وبعد المباراه يدورون اخطاا الحكم هههههههههههههه جمهور نصاب,0
2878,تعليق مفتي السعوديه على اعدام الشيخ نمر النمر و46 اخرين ,2
2879, قاسم_يهاجم_الملك_عبدالله كل من اراد ان يهاجم الملك عبد الله فانه يهاجم خالد التويجري وكانه يتصرف بدون علم الملك او ب ,2
2880, الدكتورالعيسى له كتاب ممنوع عن التعليم اوامر_ملكيه اعفاا_وزير_التعليم اعفاا_عزام_الدخيل العيسى_وزيرا للتعليم ,2
2881, الشيخ النمر لم يمت سيبقى دمه نبراسا يضيا دروب الاحرار في هذا العالم ,2
2882, الهلال ليس هناك اكثر من ان القمه تخصص والبطولات عاده ,1
2883, النصر_الاتحاد الاهلي_الرايد الهلال_هجر وجود عيال كانافارو في الملعب خطه من النصر لتشتيت ذهن فهد المولد ,2
2884, لماذا_يا_خوله_العنزي استمري يا جميله ,1
2885, الهلال_الاهلي طحتوا بعزوز وتركتوا تخبيص دونيس البريك يمين البريك يسار الشهري يسار الشهري يمين كريري قلب دفاع كريري وسط ت ,0
2886, الهلال_التعاون اصلا المفروض اشواط اضافيه وشسممه اضغط_المضغوط_اكثر ,0
2887, انترنت_السعوديه_ضعيف العالم في عصر السرعه و الاتصالات عندنا سيئه جدا,0
2888, التشكيل الرسمي الذي اختاره للقاا الليله برشلونه_روما ,2
2889, لماذا_يا_خوله_العنزي خوله العنزي اجلدت الدواعش ابناا العاهرات كس امهم واحد واحد بعدين يجيك سربوت من سرابيتهم هالمخانيث ويقلك داعش ما تمثلنا,0
2890,اللهم اني اعوذ بك من جهد البلاا ودرك الشقاا وسوا القضاا وشماته الاعداا مقتل_بشار_الاسد السماح_بالسينما_في_السعوديه اجمل_عباره_تحفيزيه,0
